tmin	tier	text	tmax
0	Transcription	Carla	0,366
0,366	Transcription	se	0,559
0,559	Transcription	ha	0,632
0,632	position	kw_2	1,184
0,632	Transcription	acabado	1,184
1,184	position	kw_1	1,367
1,184	Transcription	de	1,367
1,367	Transcription	lee	1,673
1,367	position	kw	1,673
1,673	Transcription	el	1,859
1,673	position	kw+1	1,859
1,859	position	ending	2,445
1,859	Transcription	libro	2,445
