tmin	tier	text	tmax
0	Transcription	Suelo	0,46
0,46	Transcription	beber	0,829
0,829	Transcription	la	0,965
0,965	Transcription	cerveza	1,582
0,965	position	kw_2	1,582
1,582	position	kw_1	1,777
1,582	Transcription	al	1,777
1,777	position	kw	2,059
1,777	Transcription	sol	2,059
2,059	Transcription	en	2,187
2,059	position	kw+1	2,187
2,187	Transcription	la	2,336
2,336	position	ending	3,045
2,336	Transcription	terraza	3,045
