tmin	tier	text	tmax
0	Transcription	Voy	0,215
0,215	Transcription	al	0,359
0,359	Transcription	trabajo	0,879
0,879	Transcription	a	0,922
0,879	position	kw_2	0,922
0,922	position	kw_1	1,172
0,922	Transcription	las	1,172
1,172	position	kw	1,613
1,172	Transcription	nueves	1,613
1,613	Transcription	excepto	2,128
1,613	position	kw+1	2,128
2,128	Transcription	el	2,23
2,23	position	ending	2,87
2,23	Transcription	viernes	2,87
