tmin	tier	text	tmax
0	Transcription	Quiero	0,328
0,328	Transcription	viajar	0,788
0,788	position	kw_2	0,928
0,788	Transcription	a	0,928
0,928	position	kw_1	1,095
0,928	Transcription	una	1,095
1,095	Transcription	Catalunya	1,786
1,095	position	kw	1,786
1,786	Transcription	este	2,103
1,786	position	kw+1	2,103
2,103	Transcription	verano	2,564
2,103	position	ending	2,564
