tmin	tier	text	tmax
0	Transcription	Carlos	0,557
0,557	Transcription	se	0,731
0,731	position	kw_2	1,18
0,731	Transcription	abriga	1,18
1,18	position	kw_1	1,48
1,18	Transcription	cada	1,48
1,48	Transcription	cuello	1,933
1,48	position	kw	1,933
1,933	Transcription	de	2,026
1,933	position	kw+1	2,026
2,026	Transcription	invierno	2,727
2,026	position	ending	2,727
