tmin	tier	text	tmax
0	Transcription	Juan	0,183
0,183	Transcription	fue	0,387
0,387	Transcription	de	0,503
0,503	position	kw_2	0,889
0,503	Transcription	casa	0,889
0,889	position	kw_1	0,973
0,889	Transcription	al	0,973
0,973	Transcription	colegio	1,479
0,973	position	kw	1,479
1,479	Transcription	con	1,735
1,479	position	kw+1	1,735
1,735	position	ending	2,448
1,735	Transcription	prisas	2,448
