tmin	tier	text	tmax
0	Transcription	Los	0,245
0,245	Transcription	trenes	0,734
0,734	Transcription	estuvieron	1,323
1,323	Transcription	llegando	1,752
1,752	Transcription	a	1,852
1,752	position	kw_2	1,852
1,852	position	kw_1	1,977
1,852	Transcription	la	1,977
1,977	Transcription	pereza	2,531
1,977	position	kw	2,531
2,531	Transcription	con	2,83
2,531	position	kw+1	2,83
2,83	position	ending	3,669
2,83	Transcription	normalidad	3,669
