tmin	tier	text	tmax
0	Transcription	Marta	0,48
0,48	Transcription	caminaba	1,237
1,237	position	kw_2	1,426
1,237	Transcription	en	1,426
1,426	position	kw_1	1,518
1,426	Transcription	un	1,518
1,518	position	kw	1,994
1,518	Transcription	minuto	1,994
1,994	Transcription	por	2,217
1,994	position	kw+1	2,217
2,217	Transcription	las	2,414
2,414	position	ending	3,092
2,414	Transcription	tardes	3,092
